cell,model,method,prompt,reward,ba_clip,ba_conditions,iteration,prompt_length,category
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.5,0.5,,9,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,9,73,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.65,0.65,,9,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.7,0.7,,9,124,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.8,0.8,,10,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,10,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.5,0.5,,10,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.65,0.65,,10,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.65,0.65,,10,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.8,0.8,,10,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.65,0.65,,10,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.75,0.75,,10,63,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,11,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.7,0.7,,11,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,11,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,11,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.6,0.6,,11,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,11,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Example:
Audio→ crowd noise, music → Output: NONSPEECH
Now classify the new audio. Output exactly ONE token: SPEECH or NONSPEECH.",0.5,0.5,,11,129,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.65,0.65,,11,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.7,0.7,,12,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,12,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.5,0.5,,12,97,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,12,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,12,73,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,12,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.65,0.65,,12,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.55,0.55,,12,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.7,0.7,,13,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,13,119,Liberal bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.65,0.65,,13,97,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.7,0.7,,13,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.75,0.75,,13,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,13,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,13,73,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.8,0.8,,13,124,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.8,0.8,,14,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.65,0.65,,14,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.55,0.55,,14,212,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,14,108,Conservative bias
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.8,0.8,,14,50,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.65,0.65,,14,137,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.85,0.85,,14,118,Acoustic focus
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.75,0.75,,14,124,One-shot example
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.8,0.8,,15,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.75,0.75,,15,84,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.75,0.75,,15,159,Contrastive/definitions
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.8,0.8,,15,85,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,15,73,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.7,0.7,,15,54,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.55,0.55,,15,97,Binary directive
03_qwen2_base_opro_template,Base,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,15,63,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.85,0.85,,1,84,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.65,0.65,,1,63,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.9,0.9,,1,212,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",1.0,1.0,,1,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Example:
Audio→ crowd noise, music → Output: NONSPEECH
Now classify the new audio. Output exactly ONE token: SPEECH or NONSPEECH.",0.55,0.55,,1,129,One-shot example
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.7,0.7,,1,85,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.55,0.55,,1,108,Conservative bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,1,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.75,0.75,,2,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.7,0.7,,2,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.5,0.5,,2,73,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,2,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.6,0.6,,2,108,Conservative bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.85,0.85,,2,50,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.6,0.6,,2,54,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.65,0.65,,2,85,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",1.0,1.0,,3,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.95,0.95,,3,212,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.6,0.6,,3,54,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.55,0.55,,3,97,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,3,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Example:
Audio→ crowd noise, music → Output: NONSPEECH
Now classify the new audio. Output exactly ONE token: SPEECH or NONSPEECH.",0.5,0.5,,3,129,One-shot example
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.55,0.55,,3,108,Conservative bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,3,85,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",1.0,1.0,,4,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,4,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.7,0.7,,4,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",1.0,1.0,,4,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",1.0,1.0,,4,137,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",1.0,1.0,,4,124,One-shot example
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.95,0.95,,4,50,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.7,0.7,,4,63,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.9,0.9,,5,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.6,0.6,,5,54,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.75,0.75,,5,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.7,0.7,,5,108,Conservative bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.85,0.85,,5,212,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.9,0.9,,5,124,One-shot example
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.95,0.95,,5,137,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.9,0.9,,5,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",1.0,1.0,,6,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.85,0.85,,6,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",1.0,1.0,,6,212,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.75,0.75,,6,85,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.95,0.95,,6,50,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",1.0,1.0,,6,124,One-shot example
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,6,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.7,0.7,,6,108,Conservative bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.95,0.95,,7,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.65,0.65,,7,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,7,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.95,0.95,,7,137,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,7,63,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.9,0.9,,7,84,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Label SPEECH only if human voice is clearly present; otherwise label NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.7,0.7,,7,108,Conservative bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.5,0.5,,7,97,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.95,0.95,,8,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"TASK: Speech detection. Is human voice/speech present in this audio?
Answer: SPEECH or NONSPEECH.",0.55,0.55,,8,97,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.9,0.9,,8,50,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",1.0,1.0,,8,137,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.55,0.55,,8,73,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.6,0.6,,8,63,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.95,0.95,,8,84,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.55,0.55,,8,54,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.95,0.95,,9,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.8,0.8,,9,50,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.7,0.7,,9,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.95,0.95,,9,84,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.75,0.75,,9,212,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Listen for human voice. If present: SPEECH. Otherwise: NONSPEECH.
Answer:",0.55,0.55,,9,73,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.95,0.95,,9,137,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Binary classification task.
Q: Does this contain human speech?
If confident YES → SPEECH
If confident NO → NONSPEECH
Answer:",0.95,0.95,,9,124,One-shot example
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.95,0.95,,10,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,10,119,Liberal bias
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Decide the dominant content.
Definitions:
- SPEECH = human voice, spoken words, syllables, conversational cues.
- NONSPEECH = music, tones/beeps, environmental noise, silence.
Output exactly: SPEECH or NONSPEECH.",0.9,0.9,,10,212,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.9,0.9,,10,84,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.95,0.95,,10,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Human speech present? Answer: SPEECH or NONSPEECH.,0.95,0.95,,10,50,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Classify this audio. Output only: SPEECH or NONSPEECH.,0.65,0.65,,10,54,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Binary decision. Output exactly one token: SPEECH or NONSPEECH.,0.7,0.7,,10,63,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Detect human speech. Treat the following as NONSPEECH: pure tones/beeps, clicks, clock ticks, music, environmental noise, silence.
Answer: SPEECH or NONSPEECH.",0.9,0.9,,11,159,Contrastive/definitions
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Focus on cues of human vocal tract (formants, syllabic rhythm, consonant onsets).
Answer exactly: SPEECH or NONSPEECH.",0.6,0.6,,11,118,Acoustic focus
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,Does this audio contain human speech? Answer exactly one token: SPEECH or NONSPEECH.,0.85,0.85,,11,84,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"Make a definite decision for the clip.
Output exactly one token: SPEECH or NONSPEECH.",0.6,0.6,,11,85,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"You will answer with one token only.
<question>Does this audio contain human speech?</question>
<answer>SPEECH or NONSPEECH only</answer>",0.95,0.95,,11,137,Binary directive
06_qwen2_lora_opro_template,LoRA,OPRO-Tmpl,"If there is any hint of human voice (even faint/short), label SPEECH; otherwise NONSPEECH.
Answer: SPEECH or NONSPEECH.",0.5,0.5,,11,119,Liberal bias
